Source Language,Target Language,Request Body,Response Body
en,sv,"I see, please provide me with your order number, email, and full name so I can verify you and check your trade in process. Thank you.","Jag förstår, vänligen ge mig ditt ordernummer, e-post och fullständiga namn så att jag kan verifiera dig och kontrollera din bytesprocess. Tack."
en,de,"As a first step, I recommend that you perform a soft reset by holding down the on/off button and the volume down button for at least 7 seconds until the device restarts automatically. This will not delete any data.","Als ersten Schritt empfehle ich dir einen Soft-Reset durchzuführen. Dazu hältst du die Ein-/Aus-Taste und die Leiser-Taste mindestens 7 Sekunden lang gedrückt, bis das Gerät automatisch neu startet. Dabei werden keine Daten gelöscht."
da,en,"Lad mig venligst vide det. Er der andet, jeg kan gøre for dig i dag?",Please let me know. Is there anything else I can do for you today?
de,en,"Uns ist der Schutz deiner Daten sehr wichtig. Wenn du dich genauer informieren möchtest, wie diese gespeichert und verwendet werden, kannst du dies gerne unter https://www.samsung.com/de/support/datenschutzhinweise-service/ nachlesen.","The protection of your data is very important to us. If you would like more detailed information about how it is stored and used, you can read more at https://www.samsung.com/de/support/datenschutzhinweise-service/."
sk,en,Nej tak,No way
de,en,"Mitarbeiter, ONLINE SHOP / MEINE BESTELLUNGEN",Employees ONLINE SHOP / MY ORDERS
sk,en,"<p style=""margin: 0;"">Ste stále pripojení na našom spoločnom chate?</p>","<p style=""margin: 0;"">Are you still connected to our shared chat?</p>"
en,de,"For security, Please provide your First and Last name as well as your e-mail address and billing address.
","Bitte geben Sie aus Sicherheitsgründen Ihren Vor- und Nachnamen sowie Ihre E-Mail-Adresse und Rechnungsadresse an.
"
it,en,Ma vaffan,But go fuck yourself
en,fi,"I'm sorry to hear that you are having issues with your vacuum cleaner! rest assured we'll do our best to help you.
Can you see any alert messages indicating errors with components such as the filter or battery on the display panel ? ","Ikävä kuulla, että sinulla on ongelmia pölynimuri kanssa! voit olla varma, että teemme parhaamme auttaaksemme sinua. Näetkö näyttöpaneelissa varoitusviestejä osien, kuten suodattimen tai akun, virheistä? "
de,en,----Aufgrund vertraglicher Vereinbarungen mit dem Versender können sie als Empfänger leider keine Nachforschung für diese Sendung einleiten.,"----Due to contractual agreements with the sender, you as the recipient cannot unfortunately initiate an investigation for this shipment."
de,en,----Aufgrund vertraglicher Vereinbarungen mit dem Versender können sie als Empfänger leider keine Nachforschung für diese Sendung einleiten.,"----Due to contractual agreements with the sender, you as the recipient cannot unfortunately initiate an investigation for this shipment."
de,en,----Aufgrund vertraglicher Vereinbarungen mit dem Versender können sie als Empfänger leider keine Nachforschung für diese Sendung einleiten.,"----Due to contractual agreements with the sender, you as the recipient cannot unfortunately initiate an investigation for this shipment."
en,de,"Hello and welcome to Samsung. My name is Sophie, I will be happy to help you. ",Hallo und herzlich willkommen bei Samsung. Mein Name ist Sophie und ich helfe Ihnen gerne weiter. 
sv,en,"Okej, tack för din hjälp!","Okay, thanks for your help!"
sv,en,"Okej, tack för din hjälp!","Okay, thanks for your help!"
cs,en,"<p style=""margin: 0;"">Jste stále připojeni na našem společném chatu?</p>","<p style=""margin: 0;"">Are you still connected to our community chat?</p>"
en,de,You can register on your mobile or on your pc/laptop if you wish.,Die Registrierung ist auf Wunsch auch mobil oder am PC/Laptop möglich.
de,en,Das Display leuchtet nach dem Einschalten kurz auf und im Anschluss bleibt der Bildschirm schwarz. Die Folie auf dem Display ist noch original drauf. Soll ich den schwarzen Bildschirm fotografieren?,The display lights up briefly after switching on and then the screen remains black. The film on the display is still on. Should I take a photo of the black screen?
de,en,Hallo,Hello
de,en,Hallo,Hello
it,en,"Ho preso la prima serie , tutti i pettini millimetrici si sono rotti uno dopo l’altro , non restano più fissati alla lama , molto deluso .","I bought the first set, all the millimeter combs broke one after the other, they no longer stay fixed to the blade, very disappointed."
de,en,die aktion wird aber doch auch normal angezeigt?,"But the action is displayed normally, right?"
en,sv,"Yes, since you sent it last Tuesday it will need a bit more time for them to receive the device.","Ja, eftersom du skickade det i tisdags kommer det att behöva lite mer tid för dem att ta emot enheten."
ar,en,"حرب, الإسرائيلية, النار, إطلاق, وزير, الحكومة",war Israeli fire release minister the government
en,de,That's not good at all let me look into this for you can i have your order number ,Das ist überhaupt nicht gut. Lassen Sie mich das für Sie prüfen. Kann ich Ihre Bestellnummer haben? 
sv,en,"Hej, jag önskar köpa en ny glasskiva (nedersta) tillhörande kylskåp RR39M7010B1. Med vänlig hälsning, Jennie","Hello, I would like to buy a new glass panel (bottom) belonging to the refrigerator RR39M7010B1. Sincerely, Jennie"
sv,en,"Hej, jag önskar köpa en ny glasskiva (nedersta) tillhörande kylskåp RR39M7010B1. Med vänlig hälsning, Jennie","Hello, I would like to buy a new glass panel (bottom) belonging to the refrigerator RR39M7010B1. Sincerely, Jennie"
sv,en,"Hej!

Jag har köpt följade tvättmaskin och torktumlare:

DV90T6240LK
WW95T534CAE

Finns där en staplingskit som passar de här två produkter?

Tack på förhand.

Mvh Jakob",Hello! I have purchased the following washer and dryer: DV90T6240LK WW95T534CAE Is there a stacking kit that fits these two products? Thanks in advance. Etc. Jacob
sv,en,"Hej, jag önskar köpa en ny glasskiva (nedersta) tillhörande kylskåp RR39M7010B1. Med vänlig hälsning, Jennie","Hello, I wish to buy a new glass panel (bottom) belonging to the refrigerator RR39M7010B1. Sincerely, Jennie"
sv,en,"Hej!

Jag har köpt följade tvättmaskin och torktumlare:

DV90T6240LK
WW95T534CAE

Finns där en staplingskit som passar de här två produkter?

Tack på förhand.

Mvh Jakob",Hello! I have purchased the following washer and dryer: DV90T6240LK WW95T534CAE Is there a stacking kit that fits these two products? Thanks in advance. Etc. Jacob
sv,en,"Jennie Klint
Jennieklint@gmail.com
Modell: RR39M7010B1 (kylskåp)
Listen tillhörande nedersta glasskivan på höger sida är trasig., Nej tack","Jennie Klint Jennieklint@gmail.com Model: RR39M7010B1 (refrigerator) The molding belonging to the bottom glass panel on the right side is broken. No, thanks"
de,en,"Guten Tag, mein Name ist Jorge Ingwersen. Gerne helfe ich weiter!
Ich bitte um einen kurzen Augenblick Geduld, solange ich deine bisherigen Nachrichten durchgehe. ","Hello, my name is Jorge Ingwersen. I&#39;m happy to help! Please be patient for a moment while I go through your previous messages. "
sv,en,"Hej jag köp en tv oss her vill försäkra den hur gör jag

QLED QE1D 4K Smart","Hi, I&#39;m buying a TV here, I want to insure it, how do I make it QLED QE1D 4K Smart"
de,en,"Danke, Ich möchte mit einem Experten verbunden werden",Thanks I would like to be connected to an expert
sv,en,"Hej och välkommen till Samsungs Produktavdelning! Mitt namn är Sebastian, hur kan jag hjälpa dig idag?
Vi har mycket tung trafik just nu, så det kan ta lite längre tid för mig att svara stanna kvar i chatten så hjälper jag dig så fort som möjligt, Tack för förståelsen.","Hello and welcome to Samsung&#39;s Product Department! My name is Sebastian, how can I help you today? We have very heavy traffic right now, so it may take me a little longer to respond, stay in the chat and I will help you as soon as possible, Thank you for your understanding."
de,en,Chat beenden,End chat
de,en,Wie lange gilt die Aktion?,How long is the promotion valid?
it,en,"Ciao e grazie per averci contattato. Vorremmo aiutarti ulteriormente su questo, quindi non esitare a inviarci un messaggio privato.","Hello and thank you for contacting us. We would like to help you further with this, so please feel free to send us a private message."
es,en,"Hola. Buenas tardes 💖
La situación es la siguiente. 
He sido afectada x la Dana en la población de Paiporta. He perdido todo y tengo una bebé de 8 <a href=""http://meses.me"" target=""_blank"" rel=""noopener noreferrer"" class=""autolink-url link text-[var--spr-link#4B8AFC-sw] sw--xd"" title=""http://meses.me"" onclick=""event.stopPropagation()"" data-entity=""url"" data-url=""http://meses.me"" data-screen-id=""http://meses.me"">meses.me</a> ayudarías con algo x mínimo que sea? 
Muchas gracias de antemano 💖💙","Hello. Good afternoon 💖 The situation is as follows. I have been affected by the Dana in the town of Paiporta. I have lost everything and I have an 8- <a href=""http://meses.me"" target=""_blank"" rel=""noopener noreferrer"" class=""autolink-url link text-[var--spr-link#4B8AFC-sw] sw--xd"" title=""http://meses.me"" onclick=""event.stopPropagation()"" data-entity=""url"" data-url=""http://meses.me"" data-screen-id=""http://meses.me"">month-old</a> baby. Would you help me with something, even the smallest thing? Thank you very much in advance 💖💙"
de,en,ONLINE SHOP / MEINE BESTELLUNGEN,ONLINE SHOP / MY ORDERS
de,en,ONLINE SHOP / MEINE BESTELLUNGEN,ONLINE SHOP / MY ORDERS
de,en,ONLINE SHOP / MEINE BESTELLUNGEN,ONLINE SHOP / MY ORDERS
de,en,Also übetr das Handy registrieren?,So register via mobile phone?
sv,en,Hej jag köp en tv oss her vill försäkra den hur gör jag,"Hi, I&#39;m buying a TV here and want to insure it, how do I do it?"
de,en,"Ja, das habe ich....hier bekomme ich folgende Antwort","Yes, I have....here I get the following answer"
de,en,"Ja, das habe ich....hier bekomme ich folgende Antwort","Yes, I have....here I get the following answer"
de,en,"Ja, das habe ich....hier bekomme ich folgende Antwort","Yes, I have....here I get the following answer"
pl,en,"MW0MW35528VLP
Czy będzie jeszcze dostępny ten produkt?",MW0MW35528VLP Will this product be available again?
nl,en,"Jeeeeezus christus, Rawinder...pleur ff een end op. Dat crack hoofd telkens in de reclames","Jeeeeezus christ, Rawinder...get lost. That crack head always in the commercials"
it,en,Salve ho un Philips serie 7000 dopo appena 2 anni non da più segnali di vita. Non si accende più nessuna spia. Può essere per caso la batteria interna? Non e' mai caduto etc...,Hi I have a Philips series 7000 after just 2 years it no longer shows signs of life. No lights come on anymore. Could it be the internal battery? It has never fallen etc...
en,de,"Hello Andrea , welcome to Samsung. My name is Vanja,
I'll take a quick look at your request & then I'll be there for you right away :)","Hallo Andrea, herzlich willkommen bei Samsung. Mein Name ist Vanja, ich schaue mir dein Anliegen kurz an &amp; bin dann sofort für dich da :)"
